90428	3463
125572	29
134483	11
165815	-1
172958	1
192574	7
196007	654
198043	386
198334	83
198731	165
199259	-1
199309	1792
204329	430
205532	45
208667	3
221053	5615
222824	1
222868	241
233808	-1
238970	-1
242950	2
250717	345
254833	1
255329	231
255347	49
255352	179
257926	2
258488	335
259233	168
259389	63
265551	917
266120	155
267481	14
270332	1005
273135	88
282667	58
296107	-1
302394	4
302407	1
314558	54
316595	195
318075	83
327029	555
327060	1567
327379	1
327582	40
328772	3
328998	-1
328999	-1
329054	-1
331740	21
332852	1
337345	163
337643	13
342002	-1
342352	1
342782	5
369023	2
371768	8
406064	-1
408030	41
414448	-1
419902	-1
420433	64
426497	14
464701	755
471541	-1
485482	123
