90428	3442
125572	7
134483	11
165815	-1
172958	1
192574	8
196007	652
198043	386
198334	73
198731	110
199259	-1
199309	1692
204329	226
205532	44
208667	3
221053	149
222824	1
222868	120
233808	-1
238970	-1
242950	2
250717	859
254833	1
255329	73
255347	45
255352	90
257926	1
258488	290
259233	168
259389	63
265551	29
266120	155
267481	5
270332	4
273135	72
282667	50
296107	-1
302394	3
302407	2
314558	62
316595	112
318075	83
327029	80
327060	835
327379	1
327582	40
328772	3
328998	-1
328999	-1
329054	-1
331740	21
332852	1
337345	219
337643	203
342002	-1
342352	1
342782	5
369023	2
371768	8
406064	-1
408030	28
414448	-1
419902	-1
420433	60
426497	14
464701	1134
471541	-1
485482	79
