9122	-1
9649	-1
10096	1699
10811	424
10817	-1
12640	8
12665	1060
13015	891
13364	85
13957	-1
18306	851
21776	4
21823	992
22815	99
23328	5808
24839	1729
27989	862
28195	2801
29036	859
29297	33
29683	184
30837	659
31110	2328
33534	-1
33893	462
34670	5356
37918	-1
37942	487
40707	275
42984	1883
43418	42
49068	18
49077	31
53115	201
53634	220
53929	94
53952	1116
53959	400
57257	-1
64984	-1
72169	580
76675	-1
85665	1297
86887	-1
90805	153
94047	417
94452	253
94474	-1
102427	23
105573	7083
108473	3682
112670	-1
120651	89
125771	5212
144253	1018
161364	2274
165174	72
171075	2934
183206	13
184862	3634
197011	253
204455	519
206693	-1
208744	-1
212442	1731
217994	27
241394	24
255031	-1
275614	24
297808	81
323020	3413
335363	240
339414	1
343039	155
371300	2
396795	133
400636	1792
401815	1097
421806	108
422016	46
428862	106
432190	1
455199	639
463252	3008
