9122	-1
9649	-1
10096	2554
10811	13
10817	-1
12640	63
12665	476
13015	688
13364	69
13957	-1
18306	328
21776	6
21823	974
22815	92
23328	1097
24839	1613
27989	953
28195	4819
29036	1549
29297	100
29683	75
30837	105
31110	2699
33893	468
34670	26
37918	-1
37942	249
40707	287
42984	1981
43418	136
49068	41
49077	21
53115	75
53634	154
53929	141
53952	1269
53959	79
64984	-1
72169	5
76675	525
85665	1001
86887	-1
90805	110
94047	579
94452	167
94474	-1
102427	29
105573	2374
108473	3692
112670	1266
120651	13
125771	4949
144253	996
161364	1804
165174	1520
171075	3080
183206	8
184862	1533
197011	1486
204455	617
206693	-1
208744	918
212442	114
217994	11
241394	17
255031	-1
275614	50
297808	2839
335363	93
339414	1
343039	108
371300	47
396795	50
400636	1959
401815	139
421806	181
422016	81
428862	257
432190	1
455199	1127
463252	4064
