9122	-1
9649	-1
10096	2202
10811	10
10817	-1
12640	26
12665	1011
13015	891
13364	85
13957	-1
18306	677
21776	20
21823	1054
22815	99
23328	6739
24839	2458
27989	89
28195	7799
29036	1042
29297	67
29683	238
30837	1031
31110	2323
33534	-1
33893	450
34670	1667
37918	-1
37942	402
40707	289
42984	-1
43418	1155
49068	8
49077	31
53115	38
53634	239
53929	145
53952	7226
53959	299
57257	-1
64984	-1
72169	14
76675	698
85665	1347
86887	-1
90805	154
94047	1042
94452	248
94474	-1
102427	50
105573	871
108473	3655
112670	-1
120651	62
125771	4349
144253	1515
161364	3271
165174	2666
171075	2289
183206	10
184862	1843
197011	256
204455	314
206693	-1
208744	327
212442	40
217994	9
241394	24
255031	-1
275614	18
297808	2035
323020	3413
335363	554
339414	1
343039	189
371300	7
396795	48
400636	1698
401815	2318
421806	157
422016	87
428862	146
432190	1
455199	585
463252	3008
