9517	109
12044	-1
13243	2333
13916	228
13921	-1
14837	4611
17317	-1
22655	-1
24082	343
24271	-1
27194	290
28277	3953
28698	3494
30412	824
31300	1
36427	38
38499	-1
41688	-1
42208	-1
43103	-1
45349	2133
46875	7188
47097	-1
47731	266
49352	-1
49619	-1
51093	145
51187	-1
52750	-1
52801	-1
53603	126
55349	842
58098	-1
62878	-1
63400	-1
63675	-1
64108	6547
66646	4
67274	273
68586	660
70005	-1
70079	4818
75843	4092
77193	1159
79793	468
80455	137
81172	109
82839	-1
84724	28
88195	3685
88397	144
91306	6150
99330	-1
100155	-1
108247	31
111653	-1
113731	-1
120560	-1
121057	-1
124182	137
125013	95
129354	-1
133731	1620
141492	5
143171	-1
150249	-1
152142	314
153044	23
153912	57
161282	376
165689	4627
167590	1
172388	-1
178744	2738
185043	-1
185113	153
186291	157
194175	32
195808	-1
201096	5
201718	-1
202129	124
215448	238
217126	229
224132	255
224183	-1
228506	18
228641	153
232773	304
233941	13
239695	24
239940	-1
243147	19
243284	-1
244431	1638
246635	26
248659	1
249549	-1
251356	254
251824	-1
252415	33
252591	-1
252779	21
255448	51
255449	1
256087	3741
256574	-1
259093	-1
259413	9
261100	22
261198	8766
262389	2188
262511	-1
262877	21
263751	1324
263935	-1
264504	354
264999	3
266646	16
266831	-1
267358	16
267554	4056
267616	335
267776	675
271139	179
272366	210
272567	590
274364	-1
275308	397
278201	2568
279124	9611
279981	4570
283697	-1
285852	14
286221	-1
286406	22
287049	493
287078	-1
288121	677
289992	-1
290913	56
294322	-1
294763	1645
296229	1266
296781	16
296782	72
297280	-1
297593	93
297663	2
297709	-1
298066	8167
298520	4169
299127	3072
300901	40
301242	-1
303313	6386
303705	4
304174	295
304792	14
304927	83
305255	2
306392	164
306646	122
306970	1
308978	3
309977	468
311603	68
314354	-1
316155	-1
317497	2166
318388	27
320916	3991
320983	1979
321385	4
321608	203
329248	218
330057	20
331028	-1
331115	-1
333541	-1
333631	987
334864	3
335132	370
335249	1572
338089	-1
338638	-1
338673	8
339000	1
340338	41
341109	214
342410	1
342858	1587
352785	51
354766	-1
358823	-1
362404	59
364539	1178
369319	-1
370952	1231
372973	183
374920	8
377318	1
378068	174
383491	130
387536	17
388342	135
390546	6682
391389	55
393932	-1
394296	-1
395919	1681
396823	22
397842	17
398648	-1
401418	236
408072	-1
411641	1025
416016	1570
416401	65
416998	1
419692	131
421383	1159
421506	7826
422506	292
422792	1847
425109	40
427227	1
432125	950
432781	807
434269	1044
434791	9602
437398	9624
437847	335
440930	222
442614	1352
443410	7058
460799	859
462948	2250
465521	-1
466252	1
491756	532
492173	-1
