9517	1907
12044	-1
13243	1831
13916	23
13921	-1
14837	7439
17317	-1
22655	-1
24082	2102
24271	-1
27194	301
28277	3061
28698	3419
30412	391
31300	1
36427	44
38499	-1
41688	-1
42208	-1
43103	-1
45349	1882
46875	-1
47097	-1
47731	281
49352	-1
49619	-1
51093	129
51187	-1
52750	-1
52801	-1
53603	114
55349	969
58098	-1
62878	-1
63400	-1
63675	-1
64108	8747
66646	4
67274	194
68586	2923
70005	-1
70079	4798
75843	1217
77193	914
79793	1
80455	125
81172	172
82839	-1
84724	1
88195	5313
88397	100
91306	4610
99330	-1
100155	-1
108247	14
111653	965
113731	2032
120560	-1
121057	-1
124182	137
125013	1
129354	-1
133731	6189
141492	41
143171	-1
150249	-1
152142	1041
153044	10
153912	276
161282	133
165689	5691
167590	1
172388	2314
178744	483
185043	151
185113	123
186291	154
194175	420
195808	-1
201096	1
201718	-1
202129	72
215448	219
217126	19
224132	227
224183	-1
228506	7
228641	171
232773	326
233941	18
239695	94
239940	-1
243147	1
243284	-1
244431	2755
246635	46
248659	1
249549	-1
251356	4892
251824	-1
252415	11
252591	2539
252779	4
255448	26
255449	1
256087	1160
256574	-1
259093	-1
259413	32
261100	3
261198	610
262389	9014
262511	-1
262877	17
263751	1389
263935	5004
264504	100
264999	4
266646	11
266831	-1
267358	7
267554	36
267616	2210
267776	369
271139	2712
272366	44
272567	856
274364	-1
275308	1508
278201	1250
279124	226
279981	3266
283697	-1
285852	19
286221	-1
286406	213
287049	593
287078	-1
288121	1905
289992	-1
290913	40
294322	-1
294763	1359
296229	31
296781	14
296782	11
297280	-1
297593	22
297663	116
297709	-1
298066	6226
298520	2966
299127	2661
300901	41
301242	-1
303313	-1
303705	785
304174	287
304792	105
304927	135
305255	2
306392	104
306646	21
306970	1
308978	3
309977	116
311603	15
314354	-1
316155	1752
317497	7319
318388	18
320916	5788
320983	744
321385	4
321608	78
329248	825
330057	3
331028	168
331115	-1
333541	-1
333631	5227
334864	303
335132	294
335249	388
338089	-1
338638	1826
338673	49
339000	1
340338	959
341109	508
342410	1
342858	3786
352785	356
354766	-1
358823	-1
362404	5
364539	884
369319	-1
370952	398
372973	9
374920	51
377318	2
378068	382
383491	38
387536	51
388342	163
390546	171
391389	146
393932	-1
394296	-1
395919	3717
396823	16
397842	14
398648	-1
401418	236
408072	2827
411641	3654
416016	924
416401	80
416998	1
419692	7
421383	334
421506	1787
422506	59
422792	1777
425109	23
427227	1
432125	598
432781	6
434269	267
434791	5986
437398	4277
437847	531
440930	74
442614	-1
443410	6943
460799	610
462948	944
465521	5792
466252	2
491756	581
492173	-1
