90428	Jabber jabberserver hotmail Provider username user login usernames Character action	Bug Jabber Provider Character allowed Jabber login names
125572	ECF Sync app provider Client IConnect TimeSyncInitiator Time Sync Initiator SOContainer IConnectContext IConnect Context Time	Bug ECF Generic provider thread interlock
134483	ECFPlugin ClientApplication Client Application ContainerFactory Container Factory Container Client Application Standalone ecf Eclipse Initializer	Bug Standalone ClientApplication breaks ContainerFactory ECFPlugin Client Application Container Factory
165815	access bug local bugs assertion Service refsOne remote Local issues	Bug Local access local remoteservicereference implemented
172958	commands IRC Patch Channel Bug command setup work acceptable Containers	Bug IRC Patch commands Root Channel Containers
192574	Defaults settings isn Communications preference buttons Bug empty Apply affect	Bug Communications preference isn empty
196007	Presence highlights pictures Hover support supports parse hover Bug cool	Bug Presence Hover highlights support pictures
198043	groups contacts open dialog Bug doesn list entries users recognize	Bug open contacts dialog doesn recognize users groups
198334	CTabFolders CTab Folders view settings messages Folders Manager CTab Room ChatRoomManagerView Chat Room Manager View Bug	Bug messages view CTabFolders doesn follow appearance settings CTab Folders
198731	irc hyperlink Wrong IRC Ctrl underline problem Bug underlined move	Bug Wrong underline hyperlink recognition
199259	ServiceInfo Service Info constructors Service discovery class parameters Bug smaller cumbersome Info	Bug discovery ServiceInfo constructors cumbersome Service Info
199309	IRC connection irc Connection freenode editor eclipse Bug channel click	Bug IRC Wrong connection click hyperlink
204329	remote registry adapter Adapter Container IRemote Service remoteContainerTwo remote Container client Bug	Bug remoteservice registry updated adapter accessed connect
205532	subject chat URL IRC channel add hyperlinking topic account Bug	Bug IRC add hyperlinking chat subject box
208667	msn sendPresenceUpdate send Presence Update MSNContainer presence UNAVAILABLE Update Status client Presence null	Bug msn MSNContainer sendPresenceUpdate throws NullPointerException UNAVAILABLE send Presence Update Null Pointer Exception
221053	message null packet Message Server XMPPContainer server XMPP form XMPPContainerPresenceHelper XMPPContainer Presence Helper	Bug message XMPP Server displayed
222824	port XMPP user Google gmail talk provider Bug work doesn	Bug XMPP doesn work port Google Talk Host
222868	MSN password mail connection entered Bug button wizard Finish Steps	Bug MSN mail password entered Finish button clicked
233808	Test Discovery SLP IService discovery provider IDIService Service testAddServiceListenerIServiceTypeIDIServiceListener test Add Service Listener IService Type IDIService Listener Listener	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	MSN CPU bug usage Eclipse bit report seconds increases Bug	Bug MSN CPU usage increases connecting
242950	IRCChannelContainer IRCChannel Container IRCChannel Container NPE targetID target timeouts disconnect Timeout plugin irc	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource core URI api mailing dev eclipse Bug mhonarc	Bug api add IResourceID IResource
254833	Bundle jslp SLP BundleContext Bundle Context Discovery eclipse org system slp service	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	IServiceID IService IService hostname JMDNSDiscoveryContainer JMDNSDiscovery Container Discovery JMDNSDiscovery JMDNS registerService register Service getServiceName Service IServiceInfo IService Info	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	IServiceID IService getServiceName Service service discovery Discovery SLP Service IService fall fine	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNS Discovery JMDNSDiscovery Info exchanges Service priority JMDNSDiscoveryContainer JMDNSDiscovery Container jmdns Container	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info JSLPService IServiceInfo IService Info Info Discovery SecurityException Security Exception SLP jslp doesn Security	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	error NPEs status code SDK update Eclipse EMF Created log	NPE status code
259233	URI Discovery discovery path JMDNS lost segment Bug	Bug Discovery JMDNS URI path lost discovery
259389	SLP Discovery func aid Bug case scope tracker sourceforge lookup	Bug Discovery SLP lookup scope case insensitive
265551	pause resource tests entire URLRetrievePauseResumeTest URLRetrieve Pause Resume Test Http Pause transfer HttpClient Http Client provider	Bug pause reads entire resource HttpClient provider Http Client
266120	Discovery getServiceTypeIDs Service Type IDs servicetypes JmDNS DNS service authority naming default Type Service	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	adapter server generic support class IRemoteServiceContainerAdapter IRemote Service Container Adapter Generic Container supporrt Server	Bug server supporrt remoteservice container adapter generic server
270332	patch called problems docshare meaning attachment fixed ECF group DocShares Doc Shares	Bug called DocShares ECF Generic group handling Doc Shares
273135	implementation LogService Log Service StringBuffer String Buffer String Log details misses logging Service Bug	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer class Code bug Extension osgi ExtensionPoint Extension Point service point Wojciech	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLPv SLP messages version jSLP SLP Discovery Bug discard versions formats	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser tags jSLP SLP Discovery bad Bug attribute HTAB Test SLP	Bug Discovery jSLP Test parser bad tags SLP
302407	Service osgi exception Impl java remotesrvs ServiceURL Service URL Method inheritance org	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery Tests API DNS DiscoveryTestsWithoutRegister Discovery Tests Register suite checks Bug Add	Bug Discovery DNS Add API checks null test suite
316595	service Discovery Defer test retrieval Bug retrieving unit instances lazily	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces Discovery Property IService Bug allowed property IServiceProperty IService Property	Bug Discovery Whitespaces allowed property
327029	IFooService IFoo Service OSGi rosgi method Service foo Smart IFoo rosgiFoo rosgi Foo proxy	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	zookeeper location bug discovery dev solution mailing problem Bug port	Bug discovery zookeeper location URI include port
327379	IRemoteCallFactory IRemote Call Factory factory RemoteCallFactory Remote Call Factory Factory Call Remote IRemote RestCallFactory Rest Call Factory remoteservice Bug	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi implementation Remote Service idFilter Filter parameter String References simplify	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status org core eclipse ecf exception Throwable Status checkForSerializable check Serializable	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Composite Discovery CompositeDiscoveryContainer Composite Discovery Container Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator discovery advertisers eclipse ecf provider	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery Service hostname discovery broken hostnames Address Inet Listener ServiceResource Service Resource	Bug Discovery resilient broken hostnames
329054	Container Discovery Composite provider discovery ecf IConnect IConnectContext IConnect Context CompositeDiscoveryContainer Composite Discovery Container containers	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Discovery CompositeDiscoveryContainer Composite Discovery Container Composite DiscoveryContainers Discovery Containers Container Containers instantiation misses Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo Discovery ZooDiscoveryContainer Zoo Discovery Container Bundle startup Zookeeper Slow ZooDiscovery Zoo Discovery BundleActivator Bundle Activator Container	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	Service endpoint remoteserviceadmin service osgi devsosgi ecf services container ERROR	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceA Service ServiceATracker Service ATracker osgi remoteserviceadmin propsA props property props ecf	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service IRemote status restCall rest Call HTTP service invokeRemoteCall invoke Remote Call Factory Call RestClientService Rest Client Service	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	RSA properties private someProperty Property TCK Property foo intent Bug exports	Bug TCK RSA exports private properties
342782	TCK RSA properties set bundle event events Bug symbolicname version	Bug TCK RSA events set properties incorrectly
369023	Trace org eclipse NullPointerException Null Pointer Exception tracing ecf git pluginId plugin option Pointer	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service watchmanager Zoodiscovery unpublish annoying Bug thrown unpublishing needed	Bug Zoodiscovery NPE unpublishing service
