9517	2163
12044	-1
13243	2868
13916	20
13921	-1
14837	7807
17317	-1
22655	-1
24082	143
24271	-1
27194	290
28277	4974
28698	3494
30412	400
31300	1
36427	95
38499	-1
41688	-1
42208	-1
43103	-1
45349	2133
46875	9781
47097	-1
47731	266
49352	-1
49619	-1
51093	147
51187	-1
53603	150
58098	-1
62878	-1
63400	-1
64108	-1
66646	7
67274	140
68586	1244
70005	-1
70079	4818
75843	262
77193	1159
79793	1
80455	330
81172	225
82839	-1
84724	1
88195	4177
88397	1059
91306	847
99330	-1
100155	-1
108247	28
111653	113
113731	2806
120560	-1
121057	-1
124182	140
125013	3
129354	-1
133731	7045
141492	7
143171	-1
150249	-1
152142	566
153044	12
153912	54
161282	158
165689	-1
167590	2
172388	1645
178744	158
185043	263
185113	93
186291	176
194175	41
195808	-1
201096	1
201718	-1
202129	36
215448	238
217126	29
224132	280
224183	-1
228506	7
228641	124
232773	248
233941	39
239695	93
239940	1567
243147	19
243284	-1
244431	2756
246635	14
248659	1
249549	-1
251356	8882
251824	-1
252415	10
252591	5783
252779	6
255448	10
255449	2
256087	4741
256574	-1
259093	-1
259413	818
261100	6
261198	1521
262389	-1
262511	-1
262877	29
263751	2414
263935	4087
264504	144
264999	5
266646	12
266831	-1
267358	1
267554	39
267616	532
267776	239
271139	3129
272366	40
272567	725
274364	-1
275308	5380
278201	4631
279124	129
279981	4693
283697	-1
285852	16
286221	-1
286406	270
287049	522
287078	5879
288121	1903
289992	-1
290913	161
294322	-1
294763	1649
296229	96
296781	14
296782	2
297280	-1
297593	41
297663	41
297709	-1
298066	3348
298520	6294
299127	3473
300901	239
301242	-1
303313	-1
303705	3
304174	239
304792	88
304927	41
305255	26
306392	186
306646	170
306970	1
308978	5
309977	107
311603	32
314354	-1
316155	3366
317497	5174
318388	20
320916	6341
320983	2983
321385	4
321608	312
329248	71
330057	5
331028	10
331115	-1
333541	-1
333631	1617
334864	525
335132	228
335249	235
338089	-1
338638	526
338673	510
339000	1
340338	289
341109	1549
342410	3
342858	-1
352785	113
354766	-1
358823	-1
362404	5
364539	947
369319	-1
370952	1330
372973	8
374920	7
377318	8
378068	289
383491	33
387536	12
388342	404
390546	168
391389	33
393932	-1
394296	-1
395919	218
396823	19
397842	40
398648	-1
401418	236
408072	2933
411641	785
416016	332
416401	68
416998	1
419692	131
421383	6472
421506	2560
422506	11
425109	42
427227	1
432125	1154
432781	10
434269	45
434791	-1
437398	-1
437847	970
440930	73
442614	-1
443410	7023
460799	1023
462948	1175
465521	1670
466252	1
491756	319
492173	-1
