90428	4506
125572	5
134483	10
165815	-1
172958	1
192574	7
196007	654
198043	386
198334	73
198731	339
199259	-1
199309	1406
204329	398
205532	47
208667	3
221053	2910
222824	1
222868	119
233808	-1
238970	-1
242950	2
250717	762
254833	1
255329	234
255347	44
255352	37
257926	2
258488	1117
259233	168
259389	65
265551	790
266120	88
267481	8
270332	5
273135	98
282667	63
296107	-1
302394	4
302407	1
314558	66
316595	195
318075	83
327029	61
327060	1180
327379	1
327582	40
328772	3
328998	-1
328999	-1
329054	-1
331740	21
332852	1
337345	202
337643	18
342002	-1
342352	2
342782	5
369023	3
371768	8
406064	-1
408030	69
414448	-1
419902	-1
420433	52
426497	2
464701	928
471541	-1
485482	103
