90428	jabberserver Jabber username usernames hotmail disables Finish button character Join	Bug Jabber Provider Character allowed Jabber login names
125572	Sync IConnect TimeSyncInitiator Time Sync Initiator Client ClientSOContainer Client SOContainer ECF IConnectContext IConnect Context Time SyncSOClientContainer Sync SOClient Container app	Bug ECF Generic provider thread interlock
134483	ECFPlugin ContainerFactory Container Factory ClientApplication Client Application Container Application ecf Initializer Client ECF version	Bug Standalone ClientApplication breaks ContainerFactory ECFPlugin Client Application Container Factory
165815	remote remoteservice remoteContainerOne remote Container Remote local bug IRemoteServiceReference IRemote Service Reference bugs Service refsOne	Bug Local access local remoteservicereference implemented
172958	commands acceptable Channel patch command IRC continue setup write Patch	Bug IRC Patch commands Root Channel Containers
192574	Defaults settings isn Communications preference buttons Apply Bug empty affect	Bug Communications preference isn empty
196007	highlights hover pictures supports Presence parse Hover cool support XMPP	Bug Presence Hover highlights support pictures
198043	groups contacts open users recognize doesn entries dialog list Bug	Bug open contacts dialog doesn recognize users groups
198334	CTabFolders CTab Folders CTab view Manager patch Folders messages based Room settings	Bug messages view CTabFolders doesn follow appearance settings CTab Folders
198731	underlined problem click irc IRC hyperlink Wrong underline Steps Reproduce	Bug Wrong underline hyperlink recognition
199259	ServiceInfo Service Info Service constructors smaller discovery class cumbersome takes parameters Bug	Bug discovery ServiceInfo constructors cumbersome Service Info
199309	IRC irc connection Connection appears editor net freenode eclipse click	Bug IRC Wrong connection click hyperlink
204329	remote IRemoteServiceReference IRemote Service Reference IRemote remoteContainerTwo remote Container connect null IRemoteServiceContainerAdapter IRemote Service Container Adapter getRemoteServiceReferences Remote Service References Service Remote	Bug remoteservice registry updated adapter accessed connect
205532	subject URL chat channel topic IRC add output hyperlinking accessed	Bug IRC add hyperlinking chat subject box
208667	sendPresenceUpdate send Presence Update msn presence Message MSNContainer Update UNAVAILABLE Status null getStatus Status	Bug msn MSNContainer sendPresenceUpdate throws NullPointerException UNAVAILABLE send Presence Update Null Pointer Exception
221053	XMPPContainer packet null Message server Server message XMPPContainerPresenceHelper XMPPContainer Presence Helper form XMPP	Bug message XMPP Server displayed
222824	XMPP port talk gmail Google user Talk doesn host provider	Bug XMPP doesn work port Google Talk Host
222868	MSN password connection entered Steps button Finish mail wizard Open	Bug MSN mail password entered Finish button clicked
233808	IService IDIService Service Test Discovery discovery testAddServiceListenerIServiceTypeIDIServiceListener test Add Service Listener IService Type IDIService Listener DiscoveryTest Discovery Test SLP Listener	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	MSN CPU bug bit report increases seconds component normal chosen	Bug MSN CPU usage increases connecting
242950	IRCChannelContainer IRCChannel Container IRCChannel timeouts Timeout Container targetID target NPE disconnect TimeoutException Timeout Exception plugin	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource dev URI core mailing moving msg api minimum	Bug api add IResourceID IResource
254833	slp jslp BundleContext Bundle Context Bundle eagerly SLP ethz system service accesses	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	JMDNSDiscoveryContainer JMDNSDiscovery Container IServiceID IService IService JMDNSDiscovery jmdns IServiceInfo IService Info hostname ecf registerService register Service null	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	IService IServiceID IService service getServiceName Service Service discovery Discovery eclipse SLP fall	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNS jmdns JMDNSDiscovery JMDNSDiscoveryContainer JMDNSDiscovery Container IServiceInfo IService Info Info Service Discovery create Container	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info JSLPService jslp Info IServiceInfo IService Info SecurityException Security Exception throw eclipse Security Discovery	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	NPEs error update SDK status Update number log dialogs Created	NPE status code
259233	path URI discovery lost Discovery JMDNS segment Bug	Bug Discovery JMDNS URI path lost discovery
259389	func tracker atid group aid Discovery case sourceforge detail SLP	Bug Discovery SLP lookup scope case insensitive
265551	URLRetrievePauseResumeTest URLRetrieve Pause Resume Test URLRetrieve tests resource entire changed Resume Http pause transfer	Bug pause reads entire resource HttpClient provider Http Client
266120	getServiceTypeIDs Service Type IDs servicetypes service Type default naming set Discovery transfered returned	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	Generic generic adapter server support class GenericServerContainer Generic Server Container IRemoteServiceContainerAdapter IRemote Service Container Adapter Abstract Server	Bug server supporrt remoteservice container adapter generic server
270332	patch docshare called fixed problems attachment subject proposed Doc channels	Bug called DocShares ECF Generic group handling Doc Shares
273135	String StringBuffer String Buffer implementation Log logging LogService Log Service details misses invokes constructed	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer Code bug ExtensionPoint Extension Point class Extension osgi interface point OSGI	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv jSLP SLP messages version discard Discovery change formats future	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser tags bad Discovery jSLP SLP Test accept Bug attribute SLP	Bug Discovery jSLP Test parser bad tags SLP
302407	Service ServiceURL Service URL NoSuchMethodException Method Exception exception osgi Impl ethz java slp happen	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	Tests test DiscoveryTestsWithoutRegister Discovery Tests Register Discovery API checks Add null DNS suite	Bug Discovery DNS Add API checks null test suite
316595	service test retrieving lazily request Discovery unit instances retrieval Defer	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces Property allowed IService Discovery IServiceProperty IService Property Bug property	Bug Discovery Whitespaces allowed property
327029	rosgi IFooService IFoo Service rosgiFoo rosgi Foo SmartProxyService Smart Proxy Service IFoo method foo proxy original abstract	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	bug problem solution zookeeper dev mailing interest discovery port include	Bug discovery zookeeper location URI include port
327379	factory RemoteCallFactory Remote Call Factory RestCallFactory Rest Call Factory Remote Factory Call rest IRemoteCallFactory IRemote Call Factory IRemote remoteservice	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi parameter Remote String implementation simplified References Service idFilter Filter	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status exception null Status org checkForSerializable check Serializable STATUS Exception Throwable	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	CompositeDiscoveryContainer Composite Discovery Container Composite Discovery CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator Container discovery advertisers eclipse set ContainerTypeDescription Container Type Description	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery hostname discovery Address broken Service Inet eclipse Listener resilient	Bug Discovery resilient broken hostnames
329054	IConnectContext IConnect Context discovery Composite IConnect Discovery connect provider Container containers CompositeDiscoveryContainer Composite Discovery Container	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	DiscoveryContainers Discovery Containers CompositeDiscoveryContainer Composite Discovery Container Discovery Composite Containers misses instantiation Container Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	ZooDiscoveryContainer Zoo Discovery Container Zoo Discovery Bundle asynchronously startup Zookeeper timeout Slow BundleActivator Bundle Activator	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	endpoint remoteserviceadmin Service service RemoteServiceContainer Remote Service Container devsosgi ecf EndpointDescription Endpoint Description Endpoint osgi	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceA Service ServiceATracker Service ATracker osgi EndpointDescription Endpoint Description Provider ecf property propsA props	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	IRemote restCall rest Call Service remoteService remote Service invokeRemoteCall invoke Remote Call service remote status HTTP IRemoteService IRemote Service	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	properties private RSA someProperty Property Property TCK service foo intent exported	Bug TCK RSA exports private properties
342782	TCK event RSA set bundle properties events symbolicname version Bug	Bug TCK RSA events set properties incorrectly
369023	Trace eclipse throwable org tracing ecf catching git String shouldTrace Trace	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE unpublish service watchmanager annoying Zoodiscovery needed thrown unpublishing Harmless	Bug Zoodiscovery NPE unpublishing service
