90428	Jabber jabberserver Provider Bug username Character usernames hotmail allowed login	Bug Jabber Provider Character allowed Jabber login names
125572	ECF IConnectContext IConnect Context IConnect app TimeSyncTask Time Sync Task TimeSyncInitiator Time Sync Initiator provider ClientSOContainer Client SOContainer sendTimeSyncMessage send Time Sync Message based	Bug ECF Generic provider thread interlock
134483	ECFPlugin ClientApplication Client Application ContainerFactory Container Factory Container Client Standalone Bug standalone Application breaks	Bug Standalone ClientApplication breaks ContainerFactory ECFPlugin Client Application Container Factory
165815	local access remote Remote Local remoteContainerOne remote Container locally Bug registered bug	Bug Local access local remoteservicereference implemented
172958	commands IRC Bug patch Patch Channel Root acceptable Containers work	Bug IRC Patch commands Root Channel Containers
192574	Defaults Communications preference settings isn Bug buttons empty	Bug Communications preference isn empty
196007	highlights hover Presence Hover pictures Bug support supports cool parse	Bug Presence Hover highlights support pictures
198043	contacts groups open Bug dialog doesn list recognize entries users	Bug open contacts dialog doesn recognize users groups
198334	CTabFolders CTab Folders view messages Bug doesn Folders follow appearance settings CTab	Bug messages view CTabFolders doesn follow appearance settings CTab Folders
198731	Wrong underlined underline click hyperlink problem Bug Open recognition Ctrl	Bug Wrong underline hyperlink recognition
199259	ServiceInfo Service Info Service constructors discovery Bug parameters class bug cumbersome Info	Bug discovery ServiceInfo constructors cumbersome Service Info
199309	IRC irc Wrong connection Bug Connection click hyperlink	Bug IRC Wrong connection click hyperlink
204329	remote getRemoteServiceReferences Remote Service References remoteservice registry IRemoteServiceReference IRemote Service Reference Bug adapter accessed Remote connect	Bug remoteservice registry updated adapter accessed connect
205532	subject IRC add topic Bug chat hyperlinked hyperlinking URL	Bug IRC add hyperlinking chat subject box
208667	msn MSNContainer sendPresenceUpdate send Presence Update presence Update UNAVAILABLE Message Bug Presence provider	Bug msn MSNContainer sendPresenceUpdate throws NullPointerException UNAVAILABLE send Presence Update Null Pointer Exception
221053	XMPPContainer XMPP message Server XMPPContainerPresenceHelper XMPPContainer Presence Helper Bug displayed packet null	Bug message XMPP Server displayed
222824	XMPP port gmail user Google talk Bug doesn host work	Bug XMPP doesn work port Google Talk Host
222868	MSN password entered mail Bug connection Steps wizard Finish Open	Bug MSN mail password entered Finish button clicked
233808	Discovery discovery Test IService SLP DiscoveryTest Discovery Test eclipse provider IDIService ecf	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	MSN CPU bug Bug connect usage disconnect increases hour connecting	Bug MSN CPU usage increases connecting
242950	IRCChannelContainer IRCChannel Container Timeout IRCChannel timeouts throws Bug NPE disconnect TimeoutException Timeout Exception connection	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource api Bug add core URI extends package	Bug api add IResourceID IResource
254833	jslp Discovery SLP Bug eclipse org ecf internal Context slp	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	IService IServiceID IService Discovery JMDNSDiscovery JMDNS JMDNSDiscoveryContainer JMDNSDiscovery Container Bug hostname getServiceName Service jmdns	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	getServiceName Service IService Discovery SLP IServiceID IService Bug service Service optional discovery	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNS jmdns Discovery JMDNSDiscovery exchanges JMDNSDiscoveryContainer JMDNSDiscovery Container priority Bug IServiceInfo IService Info weight	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info JSLPService IServiceInfo IService Info Discovery Bug SLP Info doesn IService throw	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	NPEs status Update NPE update code error number Created fails	NPE status code
259233	URI discovery path Discovery JMDNS Bug lost segment	Bug Discovery JMDNS URI path lost discovery
259389	atid Discovery func SLP tracker Bug aid lookup detail scope	Bug Discovery SLP lookup scope case insensitive
