90428	jabberserver hotmail Jabber disables Join button character login Character username	Bug Jabber Provider Character allowed Jabber login names
125572	Sync Client ClientSOContainer Client SOContainer IConnect SyncSOClientContainer Sync SOClient Container ECF Connected Time TimeSyncInitiator Time Sync Initiator app	Bug ECF Generic provider thread interlock
134483	ECFPlugin ClientApplication Client Application Application Container Initializer Null ContainerFactory Container Factory Client ecf Error	Bug Standalone ClientApplication breaks ContainerFactory ECFPlugin Client Application Container Factory
165815	local bugs bug assert remoteContainerOne remote Container IRemote remote assertTrue assert True Service IRemoteServiceReference IRemote Service Reference	Bug Local access local remoteservicereference implemented
172958	command Containers commands Container Channel acceptable IRC continue setup write	Bug IRC Patch commands Root Channel Containers
192574	settings Defaults isn Communications preference buttons Apply Bug empty affect	Bug Communications preference isn empty
196007	highlights Presence Hover supports cool hover Bug parse pictures display	Bug Presence Hover highlights support pictures
198043	doesn groups dialog entries contacts recognize open Bug users recognizer	Bug open contacts dialog doesn recognize users groups
198334	CTab CTabFolders CTab Folders view Manager patch messages based Room settings ChatRoomManagerView Chat Room Manager View	Bug messages view CTabFolders doesn follow appearance settings CTab Folders
198731	IRC Chatroom irc hyperlink Wrong underline Steps Reproduce problem fine	Bug Wrong underline hyperlink recognition
199259	ServiceInfo Service Info Service constructors smaller discovery class cumbersome takes parameters Bug	Bug discovery ServiceInfo constructors cumbersome Service Info
199309	connection irc click IRC Connection appears editor net freenode eclipse	Bug IRC Wrong connection click hyperlink
204329	remote client IRemoteServiceReference IRemote Service Reference remoteContainerTwo remote Container IRemote connect null IRemoteServiceContainerAdapter IRemote Service Container Adapter server Service	Bug remoteservice registry updated adapter accessed connect
205532	subject chat IRC URL channel add topic output hyperlinking accessed	Bug IRC add hyperlinking chat subject box
208667	presence type Presence getStatus Status set UNAVAILABLE msn variable null send	Bug msn MSNContainer sendPresenceUpdate throws NullPointerException UNAVAILABLE send Presence Update Null Pointer Exception
221053	packet XMPPContainer null Message type server Server message form XMPPContainerPresenceHelper XMPPContainer Presence Helper	Bug message XMPP Server displayed
222824	Google gmail doesn Talk port work Host XMPP ignores default	Bug XMPP doesn work port Google Talk Host
222868	MSN mail Steps button entered connection password Open clicked Finish	Bug MSN mail password entered Finish button clicked
233808	Listener IService IDIService Service DiscoveryTest Discovery Test Discovery Test discovery listener SLP	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	CPU bit increases Eclipse Steps seconds usage MSN sun wait	Bug MSN CPU usage increases connecting
242950	disconnect targetID target timeouts fire IRCChannel IRCChannelContainer IRCChannel Container Container root NPE connection	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource dev URI core mailing html moving msg api	Bug api add IResourceID IResource
254833	Bundle jslp BundleContext Bundle Context SLP Activator slp eagerly Advertiser ethz system	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	IService IServiceID IService registerService register Service IServiceInfo IService Info container JMDNSDiscoveryContainer JMDNSDiscovery Container getServiceName Service JMDNSDiscovery hostname jSLP SLP	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	getServiceName Service Discovery service discovery Service IServiceID IService IService eclipse SLP fall	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	IServiceInfo IService Info JMDNSDiscovery JMDNS JMDNSDiscoveryContainer JMDNSDiscovery Container jmdns Container Service IService Info container	Bug Discovery JMDNS JMDNS exchanges priority weight
