90428	jabberserver Jabber hotmail username disables Join usernames button character login	Bug Jabber Provider Character allowed Jabber login names
125572	Sync IConnect Client ClientSOContainer Client SOContainer SyncSOClientContainer Sync SOClient Container TimeSyncInitiator Time Sync Initiator TimeSyncTask Time Sync Task SOContainer Connected IConnectContext IConnect Context	Bug ECF Generic provider thread interlock
134483	ECFPlugin ClientApplication Client Application Container ContainerFactory Container Factory Initializer Application ecf Null Error Exception	Bug Standalone ClientApplication breaks ContainerFactory ECFPlugin Client Application Container Factory
165815	remoteContainerOne remote Container local remote bugs IRemote IRemoteServiceReference IRemote Service Reference bug remoteservice Remote assert	Bug Local access local remoteservicereference implemented
172958	commands command Containers acceptable Container Channel patch IRC continue setup	Bug IRC Patch commands Root Channel Containers
192574	settings Defaults isn Communications preference buttons Apply Bug empty affect	Bug Communications preference isn empty
196007	highlights hover Presence Hover supports cool Bug parse pictures display	Bug Presence Hover highlights support pictures
198043	groups contacts doesn open dialog entries recognize Bug users recognizer	Bug open contacts dialog doesn recognize users groups
198334	CTabFolders CTab Folders CTab Folders view Manager patch messages based Room settings	Bug messages view CTabFolders doesn follow appearance settings CTab Folders
198731	IRC underlined problem Chatroom click irc hyperlink Wrong underline Steps	Bug Wrong underline hyperlink recognition
199259	ServiceInfo Service Info Service constructors smaller discovery class cumbersome takes parameters Bug	Bug discovery ServiceInfo constructors cumbersome Service Info
199309	connection irc IRC Connection click appears editor net freenode eclipse	Bug IRC Wrong connection click hyperlink
204329	remote IRemoteServiceReference IRemote Service Reference Remote remoteContainerTwo remote Container client IRemote getRemoteServiceReferences Remote Service References server connect null	Bug remoteservice registry updated adapter accessed connect
205532	subject chat topic IRC URL channel add output hyperlinking accessed	Bug IRC add hyperlinking chat subject box
208667	getStatus Status presence sendPresenceUpdate send Presence Update msn Presence Status type Message MSNContainer Update	Bug msn MSNContainer sendPresenceUpdate throws NullPointerException UNAVAILABLE send Presence Update Null Pointer Exception
221053	packet XMPPContainer XMPPContainerPresenceHelper XMPPContainer Presence Helper null Message type server Server message form	Bug message XMPP Server displayed
222824	port XMPP gmail Google doesn talk Talk work Host ignores	Bug XMPP doesn work port Google Talk Host
222868	MSN entered password Steps connection mail button Open clicked Finish	Bug MSN mail password entered Finish button clicked
233808	IService IDIService Service DiscoveryTest Discovery Test Listener Test Discovery discovery test testAddServiceListenerIServiceTypeIDIServiceListener test Add Service Listener IService Type IDIService Listener	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	CPU MSN bug bit increases Eclipse Steps seconds usage disconnect	Bug MSN CPU usage increases connecting
242950	timeouts IRCChannelContainer IRCChannel Container IRCChannel disconnect targetID target Timeout TimeoutException Timeout Exception fire connect Container	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource dev URI core mailing html moving msg api	Bug api add IResourceID IResource
254833	jslp BundleContext Bundle Context slp Bundle SLP Activator eagerly Advertiser ethz system	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	IServiceID IService IService JMDNSDiscovery JMDNSDiscoveryContainer JMDNSDiscovery Container registerService register Service IServiceInfo IService Info jmdns getServiceName Service container hostname	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	getServiceName Service IService IServiceID IService service Discovery Service discovery eclipse SLP fall	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNS JMDNSDiscovery jmdns IServiceInfo IService Info JMDNSDiscoveryContainer JMDNSDiscovery Container IService Container Service Info container	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info JSLPService jslp IServiceInfo IService Info eclipse Info java SecurityException Security Exception throw Security	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	error update NPEs log Update SDK dialogs number Created Eclipse	NPE status code
259233	discovery Discovery path URI lost JMDNS segment Bug	Bug Discovery JMDNS URI path lost discovery
259389	atid func Discovery tracker lookup SLP sourceforge scope aid group	Bug Discovery SLP lookup scope case insensitive
265551	URLRetrievePauseResumeTest URLRetrieve Pause Resume Test Http URLRetrieve tests resource entire changed Resume pause transfer	Bug pause reads entire resource HttpClient provider Http Client
266120	servicetypes getServiceTypeIDs Service Type IDs IServiceTypeID IService Type IService service Type default naming Service set	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	Generic server adapter generic Server Adapter Abstract support AbstractGenericServer Abstract Generic Server class	Bug server supporrt remoteservice container adapter generic server
270332	patch called docshare subject attachment fixed Created Generic Doc problems	Bug called DocShares ECF Generic group handling Doc Shares
273135	String Log StringBuffer String Buffer logging LogService Log Service implementation details misses invokes constructed	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer ExtensionPoint Extension Point Code Extension comment bug extensionPoints extension Points class osgi Analyzer	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv jSLP SLP messages version discard Discovery change formats future	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser tags bad SLP jSLP SLP Discovery Test accept Bug attribute	Bug Discovery jSLP Test parser bad tags SLP
302407	Service ServiceURL Service URL remotesrvs Advertiser NoSuchMethodException Method Exception exception AdvertiserImpl Advertiser Impl osgi Impl ethz	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Tests DiscoveryTestsWithoutRegister Discovery Tests Register Discovery API checks Add null DNS suite	Bug Discovery DNS Add API checks null test suite
316595	test service request retrieving lazily Discovery instances unit tests retrieval	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces IServiceProperty IService Property IService Property allowed Discovery Bug property	Bug Discovery Whitespaces allowed property
327029	IFooService IFoo Service rosgi rosgiFoo rosgi Foo Service foo IFoo SmartProxyService Smart Proxy Service method RemoteSrvs Remote Srvs proxy	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	problem bug mailing solution zookeeper dev interest discovery port html	Bug discovery zookeeper location URI include port
327379	factory RemoteCallFactory Remote Call Factory Factory rest RestCallFactory Rest Call Factory IRemoteCallFactory IRemote Call Factory Rest Remote IRemote Call	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi Remote implementation String Service simplified parameter incorrect idFilter Filter	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable exception SerializableStatus Serializable Status Status checkForSerializable check Serializable Exception STATUS set null org	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator Composite Container Discovery CompositeDiscoveryContainer Composite Discovery Container discovery Instance ContainerTypeDescription Container Type Description createInstance create Instance create	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	hostname Discovery Address ecf discovery ServiceResource Service Resource Service resource broken Inet	Bug Discovery resilient broken hostnames
329054	connect IConnect IConnectContext IConnect Context Composite Container discovery provider Discovery containers CompositeDiscoveryContainer Composite Discovery Container	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	CompositeDiscoveryContainer Composite Discovery Container DiscoveryContainers Discovery Containers Discovery Composite Containers Container misses instantiation Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo ZooDiscoveryContainer Zoo Discovery Container startup BundleActivator Bundle Activator Zookeeper Bundle Discovery start ZooDiscovery Zoo Discovery asynchronously	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	endpoint RemoteServiceContainer Remote Service Container devsosgi osgi Service EndpointDescription Endpoint Description remoteserviceadmin Endpoint service remote	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ServiceATracker Service ATracker service ServiceA Service ecf Endpoint registerService register Service EndpointDescription Endpoint Description robjectClass robject Class Context	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	IRemote restCall rest Call Service invokeRemoteCall invoke Remote Call IRemoteService IRemote Service requestType request Type containerFactory container Factory remote invoke request	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	someProperty Property properties Property private RSA TCK service foo intent exported	Bug TCK RSA exports private properties
342782	TCK RSA set event bundle incorrectly symbolicname Bug properties events	Bug TCK RSA events set properties incorrectly
369023	Trace eclipse pluginId plugin printStackTrace print Stack Trace throwable java method print tracing shouldTrace Trace	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE unpublish service watchmanager Harmless needed annoying Zoodiscovery thrown Bug	Bug Zoodiscovery NPE unpublishing service
406064	server client zookeeper ZooDiscovery Zoo Discovery high percentage Zoo Discovery zoodiscovery processes	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service remoteservice encoding Rest UTF consumer Callable IRemote client rest	Bug RestClientService ignores content encoding Rest Client Service
