90428	Jabber jabberserver hotmail username user usernames login action disables group	Bug Jabber Provider Character allowed Jabber login names
125572	Sync Client ECF IConnect TimeSyncInitiator Time Sync Initiator SOContainer IConnectContext IConnect Context Time ClientSOContainer Client SOContainer SyncSOClientContainer Sync SOClient Container	Bug ECF Generic provider thread interlock
134483	ECFPlugin ContainerFactory Container Factory ClientApplication Client Application Container Application Client ecf Eclipse Initializer Null	Bug Standalone ClientApplication breaks ContainerFactory ECFPlugin Client Application Container Factory
165815	bug bugs assertion Service refsOne access remote issues remoteservice Paul	Bug Local access local remoteservicereference implemented
172958	commands IRC Channel Patch command setup acceptable work Bug patch	Bug IRC Patch commands Root Channel Containers
192574	Defaults settings isn buttons preference Communications Bug Apply empty affect	Bug Communications preference isn empty
196007	pictures Presence highlights Hover support parse hover supports display XMPP	Bug Presence Hover highlights support pictures
198043	groups contacts dialog open users list entries doesn Bug recognize	Bug open contacts dialog doesn recognize users groups
198334	CTabFolders CTab Folders Folders Manager settings CTab Room ChatRoomManagerView Chat Room Manager View Chat patch view	Bug messages view CTabFolders doesn follow appearance settings CTab Folders
198731	irc IRC Ctrl problem underlined hyperlink move click Chatroom Bug	Bug Wrong underline hyperlink recognition
199259	ServiceInfo Service Info constructors Service class discovery Info smaller parameters cumbersome takes	Bug discovery ServiceInfo constructors cumbersome Service Info
199309	IRC connection irc editor freenode Connection eclipse channel chatroom appears	Bug IRC Wrong connection click hyperlink
204329	remote remoteContainerTwo remote Container Adapter IRemote client adapter getAdapter Adapter Service registry Container	Bug remoteservice registry updated adapter accessed connect
205532	subject URL chat channel topic hyperlinking account IRC box add	Bug IRC add hyperlinking chat subject box
208667	sendPresenceUpdate send Presence Update msn presence Update UNAVAILABLE MSNContainer Status client null getStatus Status	Bug msn MSNContainer sendPresenceUpdate throws NullPointerException UNAVAILABLE send Presence Update Null Pointer Exception
221053	packet null Message XMPPContainer message server form XMPPContainerPresenceHelper XMPPContainer Presence Helper Server Presence	Bug message XMPP Server displayed
222824	port XMPP talk Google user provider gmail default Talk work	Bug XMPP doesn work port Google Talk Host
222868	MSN password connection mail entered button wizard Steps Finish Bug	Bug MSN mail password entered Finish button clicked
233808	IService Test Discovery IDIService Service testAddServiceListenerIServiceTypeIDIServiceListener test Add Service Listener IService Type IDIService Listener provider Listener discovery SLP	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	MSN CPU bug bit report usage Eclipse seconds hour sun	Bug MSN CPU usage increases connecting
242950	IRCChannelContainer IRCChannel Container IRCChannel Container targetID target NPE Timeout timeouts plugin irc provider	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource core URI mailing dev eclipse mhonarc org CDC	Bug api add IResourceID IResource
