90428	-1
125572	41
134483	-1
165815	-1
172958	16
192574	26
196007	678
198043	386
198334	98
198731	192
199259	-1
199309	-1
204329	51
205532	13
208667	2
221053	-1
222824	437
222868	-1
233808	-1
238970	-1
242950	3
250717	-1
254833	17
255329	-1
255347	209
255352	-1
257926	2
258488	1558
259233	45
259389	-1
265551	-1
266120	230
267481	51
270332	-1
273135	-1
282667	59
296107	-1
302394	453
302407	2663
314558	1
316595	60
318075	425
327029	-1
327060	1302
327379	-1
327582	995
328772	17
328998	-1
328999	-1
329054	-1
331740	26
332852	12
337345	-1
337643	2
342002	-1
342352	32
342782	274
369023	-1
371768	-1
406064	-1
408030	26
414448	-1
419902	-1
420433	621
426497	1
464701	1158
471541	-1
485482	224
