9122	-1
9649	-1
10096	-1
10811	44
10817	-1
12640	-1
12665	4470
13015	898
13364	437
13957	-1
18306	80
21776	131
21823	986
22815	58
23328	36
24839	2941
27989	-1
28195	2864
29036	-1
29297	2872
29683	-1
30837	78
31110	-1
33893	825
34670	-1
37918	-1
37942	1290
40707	112
42984	454
43418	9
49068	1078
49077	533
53115	-1
53634	175
53929	587
53952	192
53959	129
64984	-1
72169	272
76675	-1
85665	194
86887	-1
90805	35
94047	764
94452	219
94474	-1
102427	16
105573	2415
108473	-1
112670	1053
120651	86
125771	-1
144253	613
161364	-1
165174	-1
171075	6672
183206	3
184862	-1
197011	-1
204455	4841
206693	-1
208744	-1
212442	1359
217994	555
241394	1
255031	-1
275614	237
297808	-1
335363	502
339414	328
343039	136
371300	17
396795	1823
400636	-1
401815	156
421806	-1
422016	-1
428862	-1
432190	276
455199	-1
463252	-1
