90428	jabberserver hotmail usernames user Jabber username	Bug Jabber Provider Character allowed Jabber login names
125572	SyncSOClientContainer Sync SOClient Container init server IConnectContext IConnect Context SOClient IConnect Connected SOContainer killConnection kill Connection isConnected Connected	Bug ECF Generic provider thread interlock
134483	app ExceptionInInitializerError Exception Initializer Error ecf Factory Error ECF Exception Container ClientApplication Client Application Initializer	Bug Standalone ClientApplication breaks ContainerFactory ECFPlugin Client Application Container Factory
165815	getRemoteServiceReferences Remote Service References bugs IRemoteServiceReference IRemote Service Reference locally bug remoteContainerOne remote Container IRemote Remote Service remoteservice	Bug Local access local remoteservicereference implemented
172958	patch acceptable commands	Bug IRC Patch commands Root Channel Containers
192574	settings Defaults buttons	Bug Communications preference isn empty
196007	hover highlights pictures	Bug Presence Hover highlights support pictures
198043	entries groups list open contacts	Bug open contacts dialog doesn recognize users groups
198334	CTabFolders CTab Folders ChatRoomManagerView Chat Room Manager View Chat Folders CTab Room	Bug messages view CTabFolders doesn follow appearance settings CTab Folders
198731	works problem fine underlined click	Bug Wrong underline hyperlink recognition
199259	ServiceInfo Service Info Service	Bug discovery ServiceInfo constructors cumbersome Service Info
199309	Connection connection irc IRC net	Bug IRC Wrong connection click hyperlink
204329	clientTwo client getRemoteServiceReferences Remote Service References getAdapter Adapter server IRemoteServiceContainerAdapter IRemote Service Container Adapter Remote Service Adapter remote remoteContainerTwo remote Container	Bug remoteservice registry updated adapter accessed connect
205532	subject hyperlinked topic accessed URL	Bug IRC add hyperlinking chat subject box
208667	MSNContainer setPersonalMessage set Personal Message Message provider sendPresenceUpdate send Presence Update msn client send	Bug msn MSNContainer sendPresenceUpdate throws NullPointerException UNAVAILABLE send Presence Update Null Pointer Exception
221053	server XMPPContainer XMPPContainerPresenceHelper XMPPContainer Presence Helper packet	Bug message XMPP Server displayed
222824	gmail port provider host talk XMPP user	Bug XMPP doesn work port Google Talk Host
222868	password entered	Bug MSN mail password entered Finish button clicked
