90428	Jabber hotmail user jabberserver group username Join usernames ECF disables	Bug Jabber Provider Character allowed Jabber login names
125572	Sync ECF Initiator Time SOContainer TimeSyncInitiator Time Sync Initiator Thread Client provider ClientSOContainer Client SOContainer	Bug ECF Generic provider thread interlock
134483	ECFPlugin Application Client ContainerFactory Container Factory ClientApplication Client Application Container ecf Null Factory Eclipse	Bug Standalone ClientApplication breaks ContainerFactory ECFPlugin Client Application Container Factory
165815	Service bug bugs refsOne assertion getRemoteServiceReferences Remote Service References issues Paul access remoteservice	Bug Local access local remoteservicereference implemented
172958	command commands setup Channel Container work IRC Patch containers acceptable	Bug IRC Patch commands Root Channel Containers
192574	Defaults settings buttons isn preference Communications Apply Bug Restore affect	Bug Communications preference isn empty
196007	pictures highlights Presence display supports parse Hover support hover cool	Bug Presence Hover highlights support pictures
198043	contacts groups entries list dialog open users doesn Bug recognize	Bug open contacts dialog doesn recognize users groups
198334	settings CTabFolders CTab Folders ChatRoomManagerView Chat Room Manager View Folders Room CTab Manager Chat appearance view	Bug messages view CTabFolders doesn follow appearance settings CTab Folders
198731	irc Ctrl IRC text problem hyperlink fine move underlined channel	Bug Wrong underline hyperlink recognition
199259	ServiceInfo Service Info constructors Service class Info discovery parameters smaller bug takes	Bug discovery ServiceInfo constructors cumbersome Service Info
199309	connection IRC editor irc channel eclipse freenode Connection net chatroom	Bug IRC Wrong connection click hyperlink
204329	Adapter Service client remoteContainerTwo remote Container getAdapter Adapter adapter IRemote IRemoteServiceContainerAdapter IRemote Service Container Adapter remote registry	Bug remoteservice registry updated adapter accessed connect
205532	URL chat subject channel account topic accessed hyperlinking IRC output	Bug IRC add hyperlinking chat subject box
208667	client sendPresenceUpdate send Presence Update msn UNAVAILABLE presence Update null Personal MSNContainer send	Bug msn MSNContainer sendPresenceUpdate throws NullPointerException UNAVAILABLE send Presence Update Null Pointer Exception
221053	null Message packet message server Server XMPPContainer XMPPContainerPresenceHelper XMPPContainer Presence Helper XMPP handleMessageEvent handle Message Event	Bug message XMPP Server displayed
222824	port user XMPP Google provider talk default gmail catch host	Bug XMPP doesn work port Google Talk Host
222868	password MSN connection mail entered wizard button Steps Finish Bug	Bug MSN mail password entered Finish button clicked
233808	Discovery Test provider discovery Service Listener testAddServiceListenerIServiceTypeIDIServiceListener test Add Service Listener IService Type IDIService Listener IDIService IService SLP	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	MSN CPU bit bug seconds report Eclipse sun usage java	Bug MSN CPU usage increases connecting
242950	IRCChannelContainer IRCChannel Container IRCChannel targetID target Container IRC NPE irc Exception timeouts Timeout	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource core URI dev mailing eclipse org mhonarc java	Bug api add IResourceID IResource
254833	Bundle BundleContext Bundle Context jslp eclipse system slp consumer service Context provider	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	IServiceID IService IService registerService register Service JMDNSDiscoveryContainer JMDNSDiscovery Container Service IServiceInfo IService Info getServiceName Service hostname JMDNSDiscovery Container	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	service discovery getServiceName Service Service IServiceID IService IService eclipse fall fine Discovery	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNS Service JMDNSDiscoveryContainer JMDNSDiscovery Container Info JMDNSDiscovery Container createServiceInfoFromIServiceInfo create Service Info IService Info IServiceInfo IService Info provider priority	Bug Discovery JMDNS JMDNS exchanges priority weight
