90428	Jabber jabberserver hotmail username user usernames login action disables group	Bug Jabber Provider Character allowed Jabber login names
125572	Client ECF SOContainer IConnect ClientSOContainer Client SOContainer Sync IConnectContext IConnect Context Time Initiator app	Bug ECF Generic provider thread interlock
134483	ClientApplication Client Application ContainerFactory Container Factory ECFPlugin Client Container Application ecf standalone Eclipse ExceptionInInitializerError Exception Initializer Error	Bug Standalone ClientApplication breaks ContainerFactory ECFPlugin Client Application Container Factory
165815	bug bugs assertion Service local refsOne access getRemoteServiceReferences Remote Service References issues remote	Bug Local access local remoteservicereference implemented
172958	command Container IRC Channel Patch containers commands setup work Bug	Bug IRC Patch commands Root Channel Containers
192574	Defaults settings buttons isn preference Communications Bug Apply empty affect	Bug Communications preference isn empty
196007	pictures Presence highlights Hover support parse hover supports display XMPP	Bug Presence Hover highlights support pictures
198043	groups contacts dialog open users list entries doesn Bug recognize	Bug open contacts dialog doesn recognize users groups
198334	CTabFolders CTab Folders ChatRoomManagerView Chat Room Manager View settings CTab Folders Manager view Room Messages Chat	Bug messages view CTabFolders doesn follow appearance settings CTab Folders
198731	irc IRC Ctrl problem underlined hyperlink move click Chatroom Bug	Bug Wrong underline hyperlink recognition
199259	ServiceInfo Service Info constructors Service class discovery Info bug smaller parameters cumbersome	Bug discovery ServiceInfo constructors cumbersome Service Info
199309	IRC connection irc editor freenode Connection eclipse channel chatroom appears	Bug IRC Wrong connection click hyperlink
204329	remote client IRemoteServiceContainerAdapter IRemote Service Container Adapter Adapter adapter getAdapter Adapter Service remoteContainerTwo remote Container getRemoteServiceReferences Remote Service References registry	Bug remoteservice registry updated adapter accessed connect
205532	subject URL chat channel topic hyperlinking account IRC box add	Bug IRC add hyperlinking chat subject box
208667	sendPresenceUpdate send Presence Update msn presence Update UNAVAILABLE MSNContainer client null Presence Message	Bug msn MSNContainer sendPresenceUpdate throws NullPointerException UNAVAILABLE send Presence Update Null Pointer Exception
221053	null Message packet XMPPContainer message server form Server XMPPContainerPresenceHelper XMPPContainer Presence Helper Presence	Bug message XMPP Server displayed
222824	port XMPP talk Google user provider gmail default Talk work	Bug XMPP doesn work port Google Talk Host
222868	MSN password connection mail entered button wizard Steps Finish Bug	Bug MSN mail password entered Finish button clicked
233808	Discovery IService Test discovery IDIService provider Listener SLP test testAddServiceListenerIServiceTypeIDIServiceListener test Add Service Listener IService Type IDIService Listener	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	MSN CPU bug bit report usage Eclipse seconds hour sun	Bug MSN CPU usage increases connecting
242950	IRCChannelContainer IRCChannel Container IRCChannel Container targetID target Timeout NPE plugin timeouts irc provider	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource core URI mailing dev eclipse mhonarc org CDC	Bug api add IResourceID IResource
