90428	Jabber jabberserver hotmail username user usernames login action disables group	Bug Jabber Provider Character allowed Jabber login names
125572	Sync Initiator IConnect ECF TimeSyncInitiator Time Sync Initiator ClientSOContainer Client SOContainer Client provider IConnectContext IConnect Context Time	Bug ECF Generic provider thread interlock
134483	ECFPlugin ContainerFactory Container Factory Container Client ClientApplication Client Application Application ecf Initializer Eclipse Factory	Bug Standalone ClientApplication breaks ContainerFactory ECFPlugin Client Application Container Factory
165815	Service bug bugs assertion remoteservice refsOne access remote issues getRemoteServiceReferences Remote Service References	Bug Local access local remoteservicereference implemented
172958	command Container IRC Channel Patch containers commands setup work Bug	Bug IRC Patch commands Root Channel Containers
192574	settings Defaults buttons isn preference Communications Bug Apply empty affect	Bug Communications preference isn empty
196007	pictures Presence highlights Hover support parse hover supports display XMPP	Bug Presence Hover highlights support pictures
198043	groups contacts entries list dialog open users doesn Bug recognize	Bug open contacts dialog doesn recognize users groups
198334	CTabFolders CTab Folders ChatRoomManagerView Chat Room Manager View Folders CTab Manager Room settings Chat patch view	Bug messages view CTabFolders doesn follow appearance settings CTab Folders
198731	irc problem IRC fine Ctrl hyperlink move works Chatroom Bug	Bug Wrong underline hyperlink recognition
199259	ServiceInfo Service Info constructors Service class discovery Info smaller parameters cumbersome takes	Bug discovery ServiceInfo constructors cumbersome Service Info
199309	connection IRC irc editor freenode Connection eclipse channel chatroom net	Bug IRC Wrong connection click hyperlink
204329	Adapter remoteContainerTwo remote Container getAdapter Adapter IRemote client remote adapter Service IRemoteServiceContainerAdapter IRemote Service Container Adapter registry	Bug remoteservice registry updated adapter accessed connect
205532	subject URL chat channel topic hyperlinking account hyperlinked IRC box	Bug IRC add hyperlinking chat subject box
208667	sendPresenceUpdate send Presence Update msn client MSNContainer presence UNAVAILABLE send null Message Update	Bug msn MSNContainer sendPresenceUpdate throws NullPointerException UNAVAILABLE send Presence Update Null Pointer Exception
221053	packet null Message server XMPPContainer message XMPPContainerPresenceHelper XMPPContainer Presence Helper form Server Presence	Bug message XMPP Server displayed
222824	user port XMPP Google provider talk gmail default Talk host	Bug XMPP doesn work port Google Talk Host
222868	password MSN mail connection entered button Finish Bug wizard Steps	Bug MSN mail password entered Finish button clicked
233808	IService Test Discovery provider IDIService testAddServiceListenerIServiceTypeIDIServiceListener test Add Service Listener IService Type IDIService Listener Service Listener discovery SLP	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	MSN CPU bug bit sun report usage Eclipse seconds java	Bug MSN CPU usage increases connecting
242950	IRCChannelContainer IRCChannel Container IRCChannel Container targetID target NPE timeouts IRC Timeout plugin irc	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource URI core mailing dev eclipse mhonarc interface org	Bug api add IResourceID IResource
254833	BundleContext Bundle Context Bundle jslp slp system service consumer eclipse SLP resources	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	IServiceID IService IService JMDNSDiscoveryContainer JMDNSDiscovery Container JMDNSDiscovery registerService register Service hostname getServiceName Service Service IServiceInfo IService Info jmdns	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	IServiceID IService service Service getServiceName Service discovery IService fall Discovery SLP fine	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNS Info JMDNSDiscovery Service jmdns JMDNSDiscoveryContainer JMDNSDiscovery Container Container weight priority Discovery	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info JSLPService SecurityException Security Exception Info IServiceInfo IService Info jslp IService Security eclipse Discovery	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	error SDK Framework NPEs Eclipse EMF log code Install Graphical	NPE status code
259233	discovery URI Discovery path JMDNS lost segment Bug	Bug Discovery JMDNS URI path lost discovery
259389	func aid SLP tracker case sourceforge scope detail atid Discovery	Bug Discovery SLP lookup scope case insensitive
265551	tests URLRetrievePauseResumeTest URLRetrieve Pause Resume Test resource Pause Http transfer URLRetrieve pause TIME provider	Bug pause reads entire resource HttpClient provider Http Client
266120	getServiceTypeIDs Service Type IDs servicetypes service Type Service Discovery authority JmDNS DNS ECF set	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	IRemoteServiceContainerAdapter IRemote Service Container Adapter adapter server GenericServerContainer Generic Server Container Generic IRemote class support Server Container	Bug server supporrt remoteservice container adapter generic server
270332	patch problems docshare attachment called fixed meaning Doc group channels	Bug called DocShares ECF Generic group handling Doc Shares
273135	StringBuffer String Buffer implementation String Log LogService Log Service Service Buffer details parameter message	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer bug Extension class ExtensionPoint Extension Point Code service point Wojciech OSGI	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv version messages jSLP SLP Discovery versions formats discard Bug	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser tags attribute bad jSLP SLP HTAB Discovery Bug Test SLP	Bug Discovery jSLP Test parser bad tags SLP
302407	Service exception Impl java ServiceURL Service URL Method inheritance org type ethz	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery Tests DiscoveryTestsWithoutRegister Discovery Tests Register API DNS checks Register Add suite	Bug Discovery DNS Add API checks null test suite
316595	service lazily Discovery test Defer retrieval Bug unit request retrieving	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces Property IService property Discovery Bug allowed IServiceProperty IService Property	Bug Discovery Whitespaces allowed property
327029	rosgi IFooService IFoo Service SmartProxyService Smart Proxy Service Proxy method foo rosgiFoo rosgi Foo OSGi Smart proxy	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	bug solution dev zookeeper problem location mailing port interest mhonarc	Bug discovery zookeeper location URI include port
327379	RemoteCallFactory Remote Call Factory Remote factory Factory IRemoteCallFactory IRemote Call Factory remoteservice Call IRemote RemoteCalls Remote Calls RestCallFactory Rest Call Factory	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi implementation idFilter Filter Remote incorrect Service parameter unnecessary String	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status Throwable Status org core exception checkForSerializable check Serializable Exception STATUS	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Composite CompositeDiscoveryContainer Composite Discovery Container Discovery Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator discovery eclipse ecf provider Type	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	hostname Discovery Address Service ServiceResource Service Resource getInetAddress Inet Address discovery Inet Listener ecf	Bug Discovery resilient broken hostnames
329054	provider Container Discovery Composite containers CompositeDiscoveryContainer Composite Discovery Container IConnect discovery connect IConnectContext IConnect Context	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
