90428	jabberserver hotmail Jabber disables Join button character login Character username	Bug Jabber Provider Character allowed Jabber login names
125572	Sync app Client Initiator Container ClientSOContainer Client SOContainer Time IConnect based ECF	Bug ECF Generic provider thread interlock
134483	Error ECFPlugin ClientApplication Client Application ContainerFactory Container Factory Client version Container Exception Application throws	Bug Standalone ClientApplication breaks ContainerFactory ECFPlugin Client Application Container Factory
165815	local remote cgi bugs bug BREAKS TEST Service Remote refsOne	Bug Local access local remoteservicereference implemented
172958	command Containers commands Container Channel acceptable IRC continue setup write	Bug IRC Patch commands Root Channel Containers
192574	settings Defaults isn buttons Communications Bug Apply preference affect empty	Bug Communications preference isn empty
196007	highlights Presence Hover supports cool hover Bug parse pictures display	Bug Presence Hover highlights support pictures
198043	doesn groups dialog entries contacts recognize open Bug users recognizer	Bug open contacts dialog doesn recognize users groups
198334	based settings Manager CTab view doesn ChatRoomManagerView Chat Room Manager View patch CTabFolders CTab Folders follow	Bug messages view CTabFolders doesn follow appearance settings CTab Folders
198731	hyperlink Steps underline move Wrong works irc IRC Ctrl problem	Bug Wrong underline hyperlink recognition
199259	ServiceInfo Service Info constructors smaller Service discovery Bug bug takes class parameters	Bug discovery ServiceInfo constructors cumbersome Service Info
199309	click hyperlink connection appears editor IRC net freenode eclipse Steps	Bug IRC Wrong connection click hyperlink
204329	remote Remote connect null IRemoteServiceContainerAdapter IRemote Service Container Adapter Service Adapter Container IRemote getAdapter Adapter	Bug remoteservice registry updated adapter accessed connect
205532	subject URL chat channel IRC add topic output hyperlinking accessed	Bug IRC add hyperlinking chat subject box
208667	presence type Presence set UNAVAILABLE msn variable null send client	Bug msn MSNContainer sendPresenceUpdate throws NullPointerException UNAVAILABLE send Presence Update Null Pointer Exception
221053	server Server XMPP null Message packet message type user form	Bug message XMPP Server displayed
222824	gmail XMPP port Google ignores user puts Talk talk doesn	Bug XMPP doesn work port Google Talk Host
222868	MSN mail Steps button entered connection password Open clicked Finish	Bug MSN mail password entered Finish button clicked
233808	Test test tests Discovery discovery SLP Listener provider Type IDIService	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	bit CPU MSN report increases seconds component bug guess chosen	Bug MSN CPU usage increases connecting
242950	irc connect Container IRCChannelContainer IRCChannel Container targetID target NPE disconnect timeouts IRCChannel plugin	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	msg html IResourceID IResource dev URI core mailing org IResource moving	Bug api add IResourceID IResource
254833	SLP delayed internal ecf accesses Bundle provider eagerly consumer ethz	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	container Container hostname IService ecf null IServiceID IService Discovery JMDNS jSLP SLP	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	Service service discovery getServiceName Service IServiceID IService IService Discovery eclipse SLP fall	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	container Container JMDNS Info Service Discovery create JMDNSDiscovery IServiceInfo IService Info createServiceInfoFromIServiceInfo create Service Info IService Info	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info SecurityException Security Exception Info Discovery container ecf Security doesn eclipse throw	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	SDK error status NPEs log dialogs Framework Created attachment Install	NPE status code
259233	path JMDNS lost Bug Discovery segment discovery URI	Bug Discovery JMDNS URI path lost discovery
259389	sourceforge php Discovery case group SLP scope lookup func net	Bug Discovery SLP lookup scope case insensitive
265551	PAUSE tests resource entire changed Resume Http pause TIME transfer	Bug pause reads entire resource HttpClient provider Http Client
266120	transfered set types getServiceTypeIDs Service Type IDs JmDNS DNS Discovery include don Type default	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	server plugin Generic generic adapter class Server IRemoteServiceContainerAdapter IRemote Service Container Adapter xml GenericServerContainer Generic Server Container	Bug server supporrt remoteservice container adapter generic server
270332	called patch attachment subject Generic Doc DocShares Doc Shares Created adding docshare	Bug called DocShares ECF Generic group handling Doc Shares
273135	Log implementation String constructed invokes Buffer logging Service message misses	Bug LogService implementation misses details logging Log Service
282667	Extension comment extension bug ExtensionPoint Extension Point class osgi CodeAnalyzer Code Analyzer Code interface	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	discard version formats change Discovery read messages SLP marked log	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser bad Test Discovery Bug tags jSLP SLP SLP attribute accept	Bug Discovery jSLP Test parser bad tags SLP
302407	Remote Hashtable exception osgi Service Impl ethz util java slp	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Tests Discovery DiscoveryTestsWithoutRegister Discovery Tests Register API checks Add null DNS suite	Bug Discovery DNS Add API checks null test suite
316595	request Discovery lazily retrieving unit test instances service tests retrieval	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces allowed Bug Discovery IServiceProperty IService Property property IService Property	Bug Discovery Whitespaces allowed property
327029	boolean foo method IFooService IFoo Service proxy html original rosgi abstract Smart	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	html msg dev bug mailing interest discovery zookeeper port http	Bug discovery zookeeper location URI include port
327379	factory Remote Call Factory rest IRemoteCallFactory IRemote Call Factory RestCallFactory Rest Call Factory IRemote RemoteCallFactory Remote Call Factory Rest	Bug IRemoteCallFactory IRemote Call Factory
327582	Remote getRemoteServiceReferences Remote Service References implementation String osgi Service simplified incorrect idFilter Filter unnecessary	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	exception Status set null org Serializable Exception Throwable SerializableStatus Serializable Status STATUS	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	create Composite Container Discovery advertisers add eclipse set locator CompositeDiscoveryContainer Composite Discovery Container	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	resource Discovery discovery broken Service Inet eclipse Listener resilient getInetAddress Inet Address	Bug Discovery resilient broken hostnames
