90428	jabberserver hotmail Jabber disables Join button character login Character username	Bug Jabber Provider Character allowed Jabber login names
125572	Sync app Client Initiator Container ClientSOContainer Client SOContainer Time IConnect based ECF	Bug ECF Generic provider thread interlock
134483	Eclipse Null Container Pointer Client ecf Standalone provider standalone worked	Bug Standalone ClientApplication breaks ContainerFactory ECFPlugin Client Application Container Factory
165815	remote Local BREAKS bugs local TEST bug Service refsOne Remote	Bug Local access local remoteservicereference implemented
172958	command Containers commands Container Channel acceptable IRC continue setup write	Bug IRC Patch commands Root Channel Containers
192574	settings Defaults isn buttons Communications Bug Apply preference affect empty	Bug Communications preference isn empty
196007	highlights Presence Hover supports cool hover Bug parse pictures display	Bug Presence Hover highlights support pictures
198043	doesn groups dialog entries contacts recognize open Bug users recognizer	Bug open contacts dialog doesn recognize users groups
198334	based settings Manager CTab view doesn ChatRoomManagerView Chat Room Manager View patch CTabFolders CTab Folders follow	Bug messages view CTabFolders doesn follow appearance settings CTab Folders
198731	hyperlink Steps underline move Wrong works irc IRC Ctrl problem	Bug Wrong underline hyperlink recognition
199259	ServiceInfo Service Info constructors smaller Service discovery Bug bug takes class parameters	Bug discovery ServiceInfo constructors cumbersome Service Info
199309	click hyperlink connection appears editor IRC net freenode eclipse Steps	Bug IRC Wrong connection click hyperlink
204329	remote Remote connect null IRemoteServiceContainerAdapter IRemote Service Container Adapter Service Adapter Container IRemote getAdapter Adapter	Bug remoteservice registry updated adapter accessed connect
205532	subject URL chat channel IRC add topic output hyperlinking accessed	Bug IRC add hyperlinking chat subject box
208667	Presence presence set UNAVAILABLE msn variable null send client sendPresenceUpdate send Presence Update	Bug msn MSNContainer sendPresenceUpdate throws NullPointerException UNAVAILABLE send Presence Update Null Pointer Exception
221053	Message server Server jivesoftware null packet XMPP message XMPPContainer subject	Bug message XMPP Server displayed
222824	Google gmail doesn Talk port work Host XMPP ignores default	Bug XMPP doesn work port Google Talk Host
222868	MSN mail Steps button entered connection password Open clicked Finish	Bug MSN mail password entered Finish button clicked
233808	test Discovery discovery Test SLP tests Listener provider Type IDIService	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	CPU bit increases Eclipse Steps seconds usage MSN sun wait	Bug MSN CPU usage increases connecting
242950	connect Container IRCChannelContainer IRCChannel Container targetID target NPE disconnect timeouts IRCChannel plugin irc	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	html IResourceID IResource dev URI core mailing IResource moving msg api	Bug api add IResourceID IResource
